시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
애니메이션박물관,공립,강원도 춘천시 서면 박사로 854,강원도 춘천시 서면 현암리 367-3,37.893020,127.691924,033-245-6470,(재)강원정보문화진흥원,http://www.gimc.or.kr+http://www.animationmuseum.com,뮤지엄샵+구름빵카페+캐릭터공원,10:00,18:00,10:00,18:00,"월(단,월요일이 공휴일인 경우 당일은 개관하고 다음날 정기휴관)+1월1일",7000,7000,7000,할인 대상[춘천시민+경로우대(65세 이상)+장애(4~6등급)+기초수급자]+무료[24개월 유아+장애인(1~3등급)+국가유공자(본인)+30인 이상 인솔자+자료 기증자 가족],2003. 10. 1. 개관한 국내 유일의 애니메이션박물관으로 애니메이션 관람ㆍ제작 체험ㆍ촬영체험 등 다양한 체험이 가능,"1)시외버스 : 동서울터미널-춘천시외버스터미널-서면1(서면103)+2)전철 : 춘천역(춘천농협 정류장)-서면4, 서면5+3)승용차  : 서울양양고속도로(강촌IC, 춘천IC, 남춘천IC), 일반도로(46번경춘국도-403번도로)",033-245-6470,강원도 춘천시청,2022-08-26,4180000,강원도 춘천시
이상원미술관,사립,강원도 춘천시 사북면 화악지암길 99,강원도 춘천시 사북면 지암리 587,37.968325,127.578351,033-255-9001,이상원미술관,http://www.lswmuseum.com,산책로와계곡+레스토랑(이탈리안)+카페01,10:00,18:00,10:00,18:00,월(공휴일인 경우 화요일 휴관)+구정 연휴 다음날(명절연휴 정상개관)+추석 연휴 다음날(명절연휴 정상개관)+전시교체기간,6000,4000,4000,할인 대상[청소년+65세 이상+단체(20명 이상)]+무료[7세 이하+청소년 단체인솔자(교사) 1명],2014. 10. 18. 개관하여 이상원 화백의 회화작품 소장(약 2000여 점) 및 한국 미술가들의 창작품 보유(1000여 점),"1)대중교통 : 춘천역환승센터[2288]- 12번 버스 - 소양고등학교[1372] 하차-사북 2번+2)승용차 : 서울춘천고속도로(남춘천IC), 일반도로(46번경춘국도-403번도로)",033-255-9001,이상원미술관,2022-08-26,4180000,강원도 춘천시
춘천미술관,공립,강원도 춘천시 서부대성로 71,강원도 춘천시 옥천동 73-2,37.882376,127.731333,033-241-1856,(사)한국미술협회 춘천지부,http://cafe.daum.net/CCART,없음,10:00,18:00,10:00,18:00,토(전시있을 시 개관)+일(전시있을 시 개관),0,0,0,,고풍스러운 옛 교회건물을 리모델링하여 사용하고 있는 미술관으로 매주 색다른 작가들의 전시 관람 가능,"1)대중교통 : 춘천역환승센터[1164]- 300번 버스 - 춘천시청별관 정류장 하차, 도보 8분+2)승용차  : 서울양양고속도로(남춘천IC), 일반도로(46번경춘국도-403번도로)",033-241-1856,춘천미술관,2022-08-26,4180000,강원도 춘천시
LIUSEUM 세계민족악기전시관,사립,강원도 춘천시 남산면 남이섬길 1,강원도 춘천시 남산면 방하리 197,37.790127,127.526130,031-580-8015,(재)노래의 섬,http://www.songisland.co.kr/,스윙카페+수유실+휴식공간,08:30,18:00,08:30,18:00,연중 무휴,0,0,0,,"세계 각국 민족 악기 300여점, 한국 대중음악의 역사를 조명하는 전시 관람 가능","1)대중교통 : 가평역 - 10-4번 버스 - 남이섬종점 정류장 하차+2) 승용차 : 고속도로(서울양양고속도로-설악IC), 일반도로(경춘북로-경춘로)",031-580-8015,재단법인 노래의 섬,2022-08-26,4180000,강원도 춘천시
한림대학교박물관,대학,강원도 춘천시 한림대학길 1,강원도 춘천시 옥천동 1-1,37.885427,127.734959,033-248-2851,한림대학교,http://museum.hallym.ac.kr,없음,10:00,16:00,00:00,00:00,금+토+일+공휴일+추석연휴+설연휴+시험 및 방학기간+휴관 시에도 단체예약 시 관람 가능,0,0,0,,도토기류ㆍ고서화 등 1700여 점을 비롯하여 3000여 점의 국가귀속 유물을 보관 관리하고 있음,"1)대중교통 : 춘천역 - 시내간선 300번, 지선 12, 12-S - 한림대학교 정류장 하차+2)승용차  : 서울양양고속도로(남춘천IC), 일반도로(46번경춘국도-403번도로)",033-248-2851,한림대학교,2022-08-26,4180000,강원도 춘천시
강원대학교박물관,대학,강원도 춘천시 강원대학길 1,강원도 춘천시 효자동 192-1,37.868024,127.748387,033-250-8077,강원대학교,http://museum.kangwon.ac.kr/,없음,10:10,17:00,00:00,00:00,토+일+법정공휴일,0,0,0,*코로나-19 감염확산 방지 휴관 중 (20.2.24. ~ 상황 종료 시),1979.5.1. 개설된 이래 선사시대부터 조선시대까지의 고고유물ㆍ금속ㆍ도자공예품 등을 전시하고 있음,"1)대중교통 : 남춘천역-시내간선 100번, 300번, 지선 15, 15-S+2)승용차  : 서울양양고속도로(남춘천IC), 일반도로(46번경춘국도-403번도로)",033-250-8077,강원대학교,2022-08-26,4180000,강원도 춘천시
춘천막국수체험박물관,공립,강원도 춘천시 신북읍 신북로 264,강원도 춘천시 신북읍 산천리 342-1,37.948700,127.749761,033-244-8869,춘천막국수협의회 영농조합법인,https://ccmksmuseum.modoo.at/,없음,10:00,17:00,10:00,17:00,월+설 연휴 3일+추석 연휴 3일,1000,700,500,할인 대상(춘천시민)+무료[장애인 및 보호자 1인+경로 우대자(65세 이상)+국가 유공자+체험박물관 이용 고객],춘천의 향토음식인 막국수를 테마로 한 박물관으로 문화해설사분들의 안내에 따른 관람 및 막국수 만들기 체험이 가능,"1)대중교통 : 춘천역환승센터-지선 11번, 12번(샘밭장터 정류장-환승) - 신북 1 - 운전면허시험장입구 정류장 하차 도보로 6분+2)승용차 : 서울양양고속도로(남춘천IC), 일반도로(46번경춘국도-403번도로)",033-244-8869,강원도 춘천시청,2022-08-26,4180000,강원도 춘천시
인형극박물관,공립,강원도 춘천시 영서로 3017,강원도 춘천시 사농동277-3,37.921096,127.720105,033-242-8452,(재)춘천인형극제,http://www.cocobau.com/,없음,10:00,18:00,10:00,18:00,월+1월 1일+설 당일+추석 당일+박물관 전시 교체 기간,2000,2000,2000,할인 대상[춘천시민+시내단체(20인 이상) : 1000원+시외단체(20인 이상) : 1500원]+무료(장애인+국가유공자+만 65세 이상+단체 인솔교사),국내외 200여점의 인형과 각종 인형극 관련 자료를 전시하고 있음,"1)대중교통 : 춘천역환승센터[2288] - 지선 12번 - 인형극장정류장 하차 / 춘천역 춘천농협정류장[1370] - 지선 9번 - 청소년수련원 정류장 하차 도보로 6분+2)승용차 : 서울양양고속도로(남춘천IC), 일반도로(46번경춘국도-403번도로)",033-242-8452,강원도 춘천시청,2022-08-26,4180000,강원도 춘천시
KT&G 상상마당 춘천 아트센터,사립,강원도 춘천시 스포츠타운길399번길 25,강원도 춘천시 삼천동 223-2,37.873618,127.702092,033-818-3200,KT&G상상마당,https://www.sangsangmadang.com/main/CC,댄싱카페인(카페)+세인트콕스레스토랑+숙박시설,10:00,19:00,10:00,19:00,전시마다 다름,0,0,0,전부 무료,의암호 수변의 아름다운 경관을 가진 춘천시 어린이회관을 리모델링하여 다양한 전시 제공,"1)대중교통 : 춘천역환승센터[1164]- 지선 11번(중앙시장/중앙초교-환승)- 중앙시장환승센터[1011]에서 지선6번 - 상상마당입구 정류장 하차+2)승용차  : 서울양양고속도로(남춘천IC), 일반도로(46번경춘국도-403번도로)",033-818-3200,KT&G상상마당,2022-08-26,4180000,강원도 춘천시
한서대학교 박물관,대학,충청남도 서산시 해미면 한서1로 46,충청남도 서산시 해미면 대곡리 360,36.69071573,126.5869649,041-660-1720,한서대학교 박물관,,전시실+주차장,13:30,17:30,00:00,00:00,토+일+법적공휴일+학교지정휴일,0,0,0,,한서대학교 대학박물관으로 상설전시+특별전시 운영 중(유물 총7749점 소장),서울남부터미널+인천시외버스터미널+수원터미널에서 학교까지 고속버스 운행경부 서해안 고속도로 이용 해미 IC에서 10분 소요,041-660-1102,한서대학교,2022-08-25,4530000,충청남도 서산시
서해미술관,사립,충청남도 서산시 부석면 무학로 152-13,충청남도 서산시 부석면 창리 산 18-2,36.63887544,126.3774755,000-0000-0000,서해미술관,,전시실+주차장,10:00,18:00,00:00,23:59,연중무휴,0,0,0,,서해미술관은 사립미술관으로 조형물 등 미술작품 전시(유물 총 180점 소장),서해안 고속도로 홍성IC에서 안면도+간월도 방면 20분 소요,000-0000-0000,서해미술관,2022-08-25,4530000,충청남도 서산시
남도전통미술관,공립,전라남도 진도군 의신면 운림산방로 315,전라남도 진도군 의신면 사천리 82,34.46699348,126.3083816,061-540-6293,전라남도 진도군청,jindo.go.kr,,09:00,18:00,09:00,18:00,연중무휴,0,0,0,무료,"남종화의 본 고장인 진도군의 많은 예술인들의 삶과 문화, 예술의 생명력이 살아있는 공간으로 무한한 창의의 가능성이 열려 있는 미술관입니다.",,061-540-6293,전라남도 진도군청,2022-08-23,5000000,전라남도 진도군
장전미술관,사립,전라남도 진도군 임회면 하미길 39,전라남도 진도군 임회면 삼막리 477,34.42970807,126.2379554,061-543-0777,장전미술관,,,00:00,23:59,00:00,00:00,월+공휴일,3000,1000,0,,"장전 하남호 선생이 사비를 들여 미술관을 건립, 작품 활동을 하면서 평생 모은 고서화, 조각, 자기, 분재 등을 전시한 곳으로 호렵도, 인물도, 제갈량의 출사표 등 국보급 미술품이 다양하게 전시되어 있어 보는 이로 하여금 탄성을 자아내게 하고 있다.",,061-540-3059,전라남도 진도군청,2022-08-23,5000000,전라남도 진도군
진도현대미술관,사립,전라남도 진도군 진도읍 교동5길 30,전라남도 진도군 진도읍 교동리 545-2,34.48485654,126.2592679,061-542-6711,진도현대미술관,,,09:00,18:00,00:00,00:00,월+공휴일,0,0,0,무료,"일반인 및 학생들의 체험 프로그램으로 한국화 및 도자기 등 다양한 프로그램을 운영 중이며 조선시대 작품 및 민화, 근·현대 등의 다양한 작품 전시하고 있으며 분야별 기획전과 초대전 등을 통하여 예향 진도의 예맥 계승",,061-540-3059,전라남도 진도군청,2022-08-23,5000000,전라남도 진도군
초콜릿 박물관,사립,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,,33.25705283,126.2299329,064-792-3121,초콜릿 박물관,http://chocomuseum.alltheway.kr/,,10:30,17:00,10:30,17:00,연중무휴,7000,0,5000,6세 미만 및 65세 이상 무료,,,064-710-3324,제주특별자치도청 문화정책과,2022-07-10,6500000,제주특별자치도
진도솔마루미술관,사립,전라남도 진도군 군내면 가흥로 641,전라남도 진도군 군내면 분토리 216-1,34.51367589,126.291313,061-543-8787,진도솔마루미술관,,,09:00,18:00,00:00,00:00,월+공휴일,0,0,0,무료,진도를 찾는 관광객과 지역민들이 넓은 폐고부지를 이용한 미술관의 체헙과 자기가 직접문화체험을 할 수 있도록 꾸려나가며 함께하는 미술사업을 전개,,061-540-3059,전라남도 진도군청,2022-08-23,5000000,전라남도 진도군
나절로미술관,사립,전라남도 진도군 임회면 진도대로 3886,전라남도 진도군 임회면 상만리 403,34.38278134,126.2184684,0507-1310-884,나절로미술관,,,09:00,18:00,00:00,00:00,월+공휴일,2000,1000,0,,"나절로는 “스스로 흥에 겨워 즐거움”이란 뜻으로 쓰는 전라도 사투리로 미술관을 지은 이상은 화가의 호이자 자유분방한 내면적 예술세계를 표현하는 곳이라는 뜻을 함유하고 있다. 미술관에는 작품들의 전시실과 매년 봄 알프스 산맥에서나 자란다는 새하얀 마가렛꽃이 운동장을 가득 채우고, 여귀산의 맑은 물을 받아 만든 연못, 방문객들이 차를 마실수 있는 공간과 숙식이 가능한 객실 등 부대 및 편의시설을 갖추고 있다.",,061-540-3059,전라남도 진도군청,2022-08-23,5000000,전라남도 진도군
소전미술관,공립,전라남도 진도군 진도읍 철마길 29,전라남도 진도군 진도읍 성내리 63-1,34.48699026,126.2646155,061-540-6283,전라남도 진도군청,,,09:00,17:30,09:00,17:30,월+설 연휴+추석 연휴,1500,800,500,,"추사 김정희 이래 서예 대가로 추앙받을 정도로 우리나라 서예계에 뚜렷한 발자취를 남긴 서예계의 거목인 소전 손재형 선생의 작품과 소장품이 전시되어 있으며, 그의 제자 양진이, 서희환 등의 작품과 의제 허백련 선생의 작품이 전시되어 있다.",,061-540-6283,전라남도 진도군청,2022-08-23,5000000,전라남도 진도군
산꽃미술관,사립,전라남도 진도군 진도읍 서부해안로 828,전라남도 진도군 진도읍 수유리 792,34.52308172,126.2275096,061-544-0202,산꽃미술관,https://blog.daum.net/ksr1958,,10:00,17:00,10:00,17:00,월+일,2000,2000,0,,섬마을에 작은 분교였던곳에 산꽃 갤러리라 이름하고 그림을 전시시설을 갖추고 있다.,,061-540-3059,전라남도 진도군청,2022-08-23,5000000,전라남도 진도군
삼육대학교 박물관,대학,서울특별시 노원구 화랑로 815,서울특별시 노원구 공릉동 26-21,37.64335827,127.1088514,02-3399-3636,삼육대학교,https://www.syu.ac.kr/museum/,,10:00,16:00,00:00,00:00,토+일+개교기념일+공휴일+전시준비기간,0,0,0,0,"삼육대학교박물관은 다양한 성경고고학 유물 및 성경 사본, 역본과 일반역사자료 전시를 통해 선조들의 삶을 보고 느낄 수 있는 공간이 되고자 합니다.",,02-3399-3065,삼육대학교,2022-08-17,3100000,서울특별시 노원구
서울여자대학교 박물관,대학,서울특별시 노원구 화랑로 621,서울특별시 노원구 공릉동 126,37.62878257,127.0889917,02-970-5311,서울여자대학교,http://museum.swu.ac.kr/,,10:00,16:00,00:00,00:00,토+일+개교기념일+공휴일+전시준비기간,0,0,0,0,,,02-970-5311,서울여자대학교,2022-08-17,3100000,서울특별시 노원구
인덕대학교 아정미술관,대학,서울특별시 노원구 초안산로 12,서울특별시 노원구 월계동 648,37.63034387,127.0544999,02-950-7331,인덕대학교,https://www.induk.ac.kr/KR/cms/CM_CN01_CON/index.do?MENU_SN=719,,10:00,17:00,00:00,00:00,토+일+개교기념일+공휴일+전시준비기간,0,0,0,0,,,02-950-7331,인덕대학교,2022-08-17,3100000,서울특별시 노원구
서울과학기술대학교 미술관,대학,서울특별시 노원구 공릉로 232 서울과학기술대학교 다빈치관 216호 미술관,서울특별시 노원구 중계동 508,37.64066045,127.0668656,02-970-6215,서울과학기술대학교,http://art.seoultech.ac.kr/,,09:00,18:00,00:00,00:00,토+일+개교기념일+공휴일+전시준비기간,0,0,0,0,현대미술을 전시하여 학내구성원 및 지역주민들에게 문화향유의 기회를 제공하는  예술공간입니다.,,02-970-6215,서울과학기술대학교,2022-08-17,3100000,서울특별시 노원구
한양여자대학교 미술관,대학,서울특별시 성동구 살곶이길 200,,37.5579193904,127.0493225775,02-2290-2506,학교법인 한양학원,,,10:00,17:00,00:00,00:00,토+일+공휴일,0,0,0,,,,02-2124-4188,서울특별시,2022-08-18,3030000,서울특별시 성동구
헬로우뮤지움,사립,서울특별시 성동구 성수일로12길 20,,37.5481760951,127.0532496803,02-3217-4222,헬로우뮤지움,http://www.hellomuseum.com/,,10:00,18:00,00:00,00:00,월+화+공휴일,5000,5000,5000,,,,02-2124-4188,서울특별시,2022-08-18,3030000,서울특별시 성동구
한양대학교 박물관,대학,서울특별시 성동구 왕십리로 222,,37.5545035492,127.0466112167,02-2220-1394,학교법인 한양학원,,,10:00,17:00,00:00,00:00,일+국경일+공휴일,0,0,0,,,,02-2124-4188,서울특별시,2022-08-18,3030000,서울특별시 성동구
수도박물관,공립,서울특별시 성동구 왕십리로27,,37.5421902768,127.0393032380,02-3146-5921,수도박물관,,,09:00,18:00,09:00,18:00,월+1월1일+설날당일+추석당일,0,0,0,,,,02-2124-4188,서울특별시,2022-08-18,3030000,서울특별시 성동구
청계천박물관,공립,서울특별시 성동구 청계천로 530,,37.5712267,127.0350281,02-2286-3410,청계천박물관,,,09:00,18:00,09:00,18:00,월+1월1일,0,0,0,,,,02-2124-4188,서울특별시,2022-08-18,3030000,서울특별시 성동구
김중업건축박물관,공립,경기도 안양시 만안구 예술공원로103번길 4,경기도 안양시 만안구 석수동 212-1,37.4183858,126.918316,031-687-0909,안양문화예술재단,,문화상품점+황토마루카페+물품보관소+응급대기실+수유실+자전거보관대,09:30,17:30,09:30,17:30,매주 월요일,0,0,0,,건축박물관,,031-8045-2062,경기도 안양시,2022-08-10,3830000,경기도 안양시
안양박물관,공립,경기도 안양시 만안구 예술공원로103번길 4,경기도 안양시 만안구 석수동 212-1,37.4183858,126.918316,031-687-0909,안양문화예술재단,,문화상품점+황토마루카페+물품보관소+응급대기실+수유실+자전거보관대,09:30,17:30,09:30,17:30,매주 월요일,0,0,0,,역사박물관,,031-8045-2062,경기도 안양시,2022-08-10,3830000,경기도 안양시
돌석도예박물관,사립,경기도 안양시 만안구 병목안로 306,경기도 안양시 만안구 안양동 1126,37.3790076,126.904593,031-464-7734,돌석도예박물관,,문화상품점+황토마루카페+물품보관소+응급대기실+수유실+자전거보관대,10:00,19:00,10:00,19:00,매주 월요일,3000,2000,1000,65세이상 무료,옹기박물관,,031-8045-2062,경기도 안양시,2022-08-10,3830000,경기도 안양시
고남패총박물관,공립,충청남도 태안군 고남면 안면대로 4270-6,충청남도 태안군 고남면 고남리 611,36.42033157,126.4100825,041-670-2337,태안군 고남패총박물관,http://www.taean.go.kr/tour/sub04_07_01_01.do,체험전시관+수유실,09:00,18:00,18:00,18:00,월+관공서 공휴일 다음날+명절당일,1200,1000,700,무료(고남패총박물관 운영관리 조례 제5조),고남리 패총유적 및 발굴 유물 전시+태안 전통 민속유물 전시+분기별 프로그램 운영,"서울→서해안고속도로→서산IC→안면도→고남, 대전→공주→청양→홍성→서산→안면도→고남, 광주→전주→군산→서해안고속도로→홍성IC→안면도→고남",041-670-5617,충청남도 태안군청,2022-08-08,4620000,충청남도 태안군
안면도쥬라기박물관,사립,충청남도 태안군 남면 곰섬로 37-20,충청남도 태안군 남면 신온리 641-3,36.60929425,126.310712,041-674-5660,안면도쥬라기공원영농조합법인,http://www.anmyondojurassic.com,기념품��,09:00,17:30,18:00,17:30,월(월요일이 공휴일인 경우 다음날)+설 당일+추석 당일+정부지정 대체공휴일일 경우 그 다음날,10000,8000,6000,장애인(1~3급 2000원+4~6급 4000원)+경로 2000원+군인ㆍ경찰ㆍ소방ㆍ국가유공자 5000원,중생대 공룡 전시물+단궁류+파충류+포유류+익룡+새+해양생물+각종 공룡 실물 크기 모형 등 전시,서해안 고속도로 홍성IC→갈산교차로(안면도 방면)→국도 40호선(남당리 방면)→창리교차로 직진→원청사거리 좌회전→곰섬 삼거리 우회전→안면도쥬라기공원(홍성IC에서 약 30분 소요),041-670-5922,충청남도 태안군청,2022-08-08,4620000,충청남도 태안군
보은향토민속자료전시관,공립,충청북도 보은군 보은읍 군청길 38,충청북도 보은군 보은읍 이평리 45,36.48970363,127.7297482,043-540-3409,충청북도 보은군 문화관광과,,,09:00,18:00,09:00,18:00,매주 월요일+1월1일+설날+추석,0,0,0,,보은군 향토민속자료 전시,,043-540-3407,충청북도 보은군청,2022-07-25,4420000,충청북도 보은군
솔향공원 소나무전시관,공립,충청북도 보은군 속리산면 속리산로 600,충청북도 보은군 속리산면 갈목리 77,36.49920811,127.8027076,043-540-4423,충청북도 보은군 속리산휴양사업소,,,09:00,18:00,09:00,18:00,매주 월요일+1월1일+설날+추석,0,0,0,,소나무 체험 및 영상관,,043-540-4423,충청북도 보은군청,2022-07-25,4420000,충청북도 보은군
사상생활사박물관,공립,부산광역시 사상구 낙동대로1258번길 36(삼락동),부산광역시 사상구 삼락동414-13,35.1720216,128.978723,051-310-5136,부산광역시 사상구청,http://www.sasang.go.kr/lmuseum/index.sasang,전시실+프로그램실+휴게실+주차장,09:00,18:00,09:00,18:00,"매주 월요일(단, 월요일이 공휴일인경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)+1월1일+설연휴+추석연휴",0,0,0,무료,사상생활사박물관은 사상의 자연과 함께 살아온 사람들의 생활사 변천과정을 전시하고 지역에 산재해 있는 관광자원을 소개하는 곳,"지하철: 2호선 덕포역1번출구(도보로 529m)+마을버스: 사상구7-덕포시장+버스: 123, 126-삼락생태공원,138-1-한신아파트2차",051-310-5136,부산광역시 사상구청,2022-07-01,3390000,부산광역시 사상구
신라대학교박물관,대학,부산광역시 사상구 백양대로700번길 140,부산광역시 사상구 괘법동 산1-23,35.17203752,128.9977368,051-999-5000,신라대학교 박영학원,http://museum.silla.ac.kr/museum/,전시실,09:00,16:30,00:00,00:00,토요일+일요일+공휴일,0,0,0,무료,"부산, 울산, 경남지역을 중심으로 많은 문화유적의 지표조사, 발굴조사를 통해 얻어진 유물들을 정리하여 전시","버스: 62신라대학교, 129-1, 169, 160",051-999-5281,신라대학교 박물관,2022-07-01,3390000,부산광역시 사상구
녹청자박물관,공립,인천광역시 서구 도요지로 54,인천광역시 서구 경서동 209-3,37.55820777,126.6562577,032-560-2932,서구문화원,www.nokcheongja.or.kr,카페테리아,09:00,18:00,09:00,18:00,월,0,0,0,무료,"우리의 전통 도자기에서부터 현대 도예작품까지 한눈에 살펴볼 수 있는 곳, 인천 서구 복합문화공간 녹청자 박물관입니다.",도심형 버스(43번+70번)+지선버스(591번)+공항철도(검암역 1번 출구에서 591번 경서동 방향 승차)+인천 지하철(2호선 검암역 3번 출구에서 70번 경서동 방향 승차),032-560-2932,서구문화원,2022-07-20,3560000,인천광역시 서구
정림사지박물관,공립,충청남도 부여군 부여읍 정림로 83,충청남도 부여군 부여읍 동남리 412,36.27902527,126.9128806,041-832-2721,부여군시설관리공단,http://www.jeongnimsaji.or.kr/,뮤지엄샵+영상실+연지,09:00,18:00,09:00,18:00,1월 1일+설 연휴+추석 연휴,1500,900,700,단체 30명 이상 약20퍼센트 감면,백제시대 가장 화려했던 사비시기의 불교유적 등 백제의 꿈과 땀이 담긴 박물관,,041-830-2203,충청남도 부여군청,2022-07-19,4570000,충청남도 부여군
부여생활사박물관,사립,충청남도 부여군 규암면 백제문로 553,충청남도 부여군 규암면 호암리 211-1,36.3065313,126.9169635,041-832-0041,부여생활사박물관,https://buyeolifemuseum.modoo.at,,10:00,17:30,10:00,17:30,설 연휴+추석 연휴,6000,5000,5000,,선사시대부터 근현대까지 선조들의 삶과 관련된 다양한 유물 전시,,041-830-2203,충청남도 부여군청,2022-07-19,4570000,충청남도 부여군
한국전통문화대학교박물관,대학,충청남도 부여군 규암면 백제문로 367,충청남도 부여군 규암면 합정리 430-4,36.30948075,126.8968838,041-830-4773,한국전통문화대학교박물관,,,09:30,17:30,00:00,00:00,토+일+공휴일+1월 1일+설 연휴+추석 연휴,0,0,0,,문화재분야의 조사 연구 발굴 보존 등 전통문화의 다양한 융복합 연구개발을 선도하는 박물관,,041-830-2203,충청남도 부여군청,2022-07-19,4570000,충청남도 부여군
영종역사관,공립,인천광역시 중구 구읍로 63,인천광역시 중구 중산동 1957-2,37.48907002,126.5777135,032-746-9901,재단법인 인천중구문화재단,http://www.ijcf.or.kr/load.asp?subPage=522.08,,10:00,18:00,10:00,18:00,매주 월요일 + 설날 연휴 + 추석 연휴 + 1월 1일,1000,700,500,단체(20인 이상) 10~35퍼센트할인,,,032-760-6448,인천광역시 중구청,2022-07-20,3490000,인천광역시 중구
인천개항박물관,공립,인천광역시 중구 신포로23번길 89,인천광역시 중구 중앙동1가 9-2,37.47331374,126.6203311,032-760-7508,재단법인 인천중구문화재단,http://www.ijcf.or.kr/load.asp?subPage=522.04,,09:00,18:00,09:00,18:00,매주 월요일,500,300,200,"통합관람권 10~35퍼센트할인, 단체(20인 이상) 할인",,,032-760-6448,인천광역시 중구청,2022-07-20,3490000,인천광역시 중구
인천개항장 근대건축전시관,공립,인천광역시 중구 신포로23번길 77,인천광역시 중구 중앙동2가 24-1,37.47298742,126.6212228,032-850-1481,재단법인 인천중구문화재단,http://www.ijcf.or.kr/load.asp?subPage=522.03,,09:00,18:00,09:00,18:00,매주 월요일,500,300,200,"통합관람권 10~35퍼센트할인, 단체(20인 이상) 할인",,,032-760-6448,인천광역시 중구청,2022-07-20,3490000,인천광역시 중구
대불호텔전시관,공립,인천광역시 중구 신포로23번길 101,인천광역시 중구 중앙동1가 18,37.47354683,126.6199636,032-766-2202,재단법인 인천중구문화재단,http://www.ijcf.or.kr/load.asp?subPage=522.06,,09:00,18:00,09:00,18:00,매주 월요일,1000,700,500,"통합관람권 10~35퍼센트할인, 단체(20인 이상) 할인",,,032-760-6448,인천광역시 중구청,2022-07-20,3490000,인천광역시 중구
짜장면박물관,공립,인천광역시 중구 차이나타운로 56-14,인천광역시 중구 선린동 38-2,37.4748153,126.618197,032-773-9812,재단법인 인천중구문화재단,http://www.ijcf.or.kr/load.asp?subPage=522.05,,09:00,18:00,09:00,18:00,매주 월요일,500,300,200,"통합관람권 10~35퍼센트할인, 단체(20인 이상) 할인",,,032-760-6448,인천광역시 중구청,2022-07-20,3490000,인천광역시 중구
한중문화관,공립,인천광역시 중구 제물량로 238,인천광역시 중구 항동1가 1-2,37.4735399,126.6187688,032-764-9771,재단법인 인천중구문화재단,http://www.ijcf.or.kr/load.asp?subPage=522.01,,09:00,18:00,09:00,18:00,매주 월요일,1000,700,500,"통합관람권 10~35퍼센트할인, 단체(20인 이상) 할인",,,032-760-6448,인천광역시 중구청,2022-07-20,3490000,인천광역시 중구
추사박물관,공립,경기도 과천시 추사로 78(주암동),경기도 과천시 주암동 184-2,37.45300477,127.0287251,02-2150-3650,추사박물관,www.chusamuseum.go.kr,,09:00,18:00,09:00,18:00,매주 월요일(월요일이 공휴일인 경우에는 그 다음날일 휴관일)+1월 1일+설날(연휴기간 포함)+추석(연휴기간 포함)+과천시장이 정하는 휴관일,2000,1000,500,6세 이하 및 노인 등 무료,추사 김정희 전문 박물관,"지하철 4호선 선바위역, 지하철3호선 양재역에서 버스 이용",02-3677-2474,경기도 과천시청,2022-07-15,3970000,경기도 과천시
선바위미술관,사립,경기도 과천시 무네미길 34,경기도 과천시 과천동 449-1,37.45177261,126.9993028,02-507-8588,김옥분(개인),www.seonbawi.com,,10:00,17:00,10:00,17:00,매주 월요일,4000,3000,2000,3세 이하+65세 이상 노인+장애인 무료,국내 유일의 풍속미술관,4호선 선바위역 2번출구에서 80m,02-507-8588,김옥분(개인),2022-07-15,3970000,경기도 과천시
아해한국전통문화어린이박물관,사립,경기도 과천시 추사로 133,경기도 과천시 주암동 97-2,37.45762016,127.0299792,02-3418-5501,문미옥(개인),www.ahaemuseum.org,,10:00,18:00,10:00,18:00,매주 일요일+법정공휴일,5000,5000,5000,과천시민 입장 무료,한국 전통놀이 및 전통문화 전시,4호선 선바위역 1번출구 - 마을버스 6번 승차 - 원주암 정류소 하차 - 맞은편,02-3418-5501,문미옥(개인),2022-07-15,3970000,경기도 과천시
한국카메라박물관,사립,경기도 과천시 대공원광장로 8,경기도 과천시 막계동 330,37.43505342,127.005667,02-502-4123,김종세(개인),www.kcpm.or.kr,,09:00,18:00,09:00,18:00,매주 일요일+월요일+명절+임시휴관일,5000,5000,5000,다자녀 카드소지자 20할인,카메라 관련 기자재 및 물품 전시,4호선 대공원역 4번출구,02-502-4123,김종세(개인),2022-07-15,3970000,경기도 과천시
말박물관,사립,경기도 과천시 경마공원대로 107,경기도 과천시 주암동 685,37.4412003569,127.0161266089,02-509-1275,한국마사회,park.kra.co.kr,,10:00,18:00,10:00,18:00,1월 1일+설날+추석+매주 월화수요일 및 기타 임시휴관일,0,0,0,,"마구, 미술품, 민속품 등의 자료와 학술 서적 등",서울경마공원 내 위치,02-509-1275,한국마사회,2022-07-15,3970000,경기도 과천시
