store_id,kakao_nickname,kakao_date,kakao_content,kakao_star
23285716,,2022.04.30.,음식도 맛있고 가격도 저렴해서 좋아요사장님도 친절하시고 순두부찌개 정말 강추입니다,5.0
23285716,김새싹,2022.04.30.,엄청 맛있어요 가성비 끝판왕사장님도 친절하시고 양도 푸짐하고 가격은 저렴하고맛은 최고 다음에도 올게요,5.0
23285716,BR,2021.07.19.,가게 안이 시원해서 쾌적하게 뜨끈한 해장국을 먹을 수 있었습니다 기본찬이 배추김치 깍두기 오징어젓갈 가격 저렴한 것이 큰 장점입니다 뼈해장국 4500원 뼈해장국 특 5500원 소주 맥주 3500원 칭찬합니다,5.0
23285716,혀니,2020.05.22.,불친절해요,1.0
23285716,Vazirak CarlCox,2020.03.02.,,5.0
23285716,졍,2020.01.10.,뼈해장국이 사천원인데 고기도 많고 시래기도 많고 겁나 맛있어요,5.0
19940914,서,2021.11.27.,직원분이 매우 친절하셔요,5.0
19940914,송희웅,2021.06.08.,,4.0
19940914,꿈꾸는 나초,2020.02.07.,흡연실이 있어서인지 담배냄새가 심해요,1.0
20507028,,2022.10.20.,,5.0
20272256,민,2022.12.11.,,4.0
20272256,,2022.09.09.,,5.0
20272256,김인성,2022.06.18.,음식도 다 맛있고 항상 친절하셔서 갈 때마다 기분 좋아요 ,5.0
20272256,hoon,2022.06.13.,사장님 친절하시고 맛도 좋아요,5.0
20272256,sy,2021.07.26.,,5.0
20272256,지섭,2021.05.17.,,2.0
20272256,뭉치형,2021.04.17.,맛있었어요,5.0
20272256,공익을 위한 후기,2020.10.27.,떡볶이 정말 맛있고 사장님도 친절하셔서 기분좋아요신전떡볶이 중에 제일 맛있어요,5.0
20272256,궁금해요,2020.07.18.,여사장님 친절하고1인분 주문해도 계란 서비스도 가끔주셔요,5.0
20272256,MJ,2019.08.17.,맛있어요항상 순한맛으로 먹고있어요,5.0
20272256,고명재,2018.08.01.,전화주문 했는데 너무너무 친절하시고 맛있어요,5.0
22882418,점동렉카,2023.01.17.,진짜 완전 맛있음그런데 직원들끼리손님있는데 싸움아빠랑 딸로짐작해봄,5.0
22882418,허준영,2022.11.06.,양선지해장국을 몇군데 안다녀봤지만여기가 최고였습니다,5.0
22882418,최욱,2021.12.24.,굿 후회하지 않아요 ㅎ,5.0
22882418,0,2021.07.23.,강추임,5.0
22882418,이성원,2021.07.05.,,4.0
15485161,연탄,2020.04.25.,친절과 서비스가 마음에 듭니다,5.0
23147569,원테크,2021.09.13.,생선 구이가 나왔는데 넘 푸석 푸석해서 먹다 말았습니다,1.0
23147569,ㄱㅁㅅ,2020.12.25.,혼자라고 안받아줌 혼자오면 손님아님감 죄송하단말도 없이 기분 드러웠음,1.0
23147569,이재선,2019.05.25.,,4.0
23147569,장우섭,2018.06.23.,,3.0
20642093,덕망맨,2021.05.26.,많이 퍼주던 아주머니는 오전에만 일하시는지 안보이십니다 너무 정직하게 퍼주니까 조금 슬픕니다 ㅜ,3.0
20642093,이수원,2019.11.11.,,1.0
25882056,찌용이,2022.10.31.,존맛  메밀전이 진짜맛있음,5.0
25882056,heez,2022.10.31.,맛있어요 오래된집이라 그런지 확실히 믿고 먹을 맛이네요 ㅎㅎㅎㅎ,5.0
25882056,고깃꾼,2022.10.30.,녹두전수육막국수좋아요,4.0
25882056,조석근,2022.09.20.,평범함 깊은 산속까지 찾아 올 정도로 맛잇지는 아님,4.0
25882056,허무,2022.09.19.,그냥 평범,2.0
25882056,한줄기바람,2022.07.06.,막국수가 질기다 쫄면처럼  이건 가성소다를 사용했다는 의심이 가는 대목이다 메밀이 아니라 밀가루면에 가깝다  수준급 막국수집들은 보통 80정도 메밀을 쓰는데 그럴경우 메밀면발이 이렇게 질길수는 없는것이다게다가 면발도 일반 막국수보다 훨씬 굵고그러니 막국수 특유의 소박하고 투박하지만 입안에서 부드럽고 풍성하게 씹히는 맛이 아니다쫄면가게에 간 느낌이다토요일 오후 2시가 넘어서 갔는데 대기가 14팀있었다 기다린 보람도 없이 기대에 못 미친다  녹두전은 맛있었으나 가격이 비싸다  춘천의 샘밭막국수 같았으면 9천원도 안되는걸 1만4천원을 받는다 위치가 시골벽촌인걸 감안하면 가성비도 나쁘다그리 추천하고 싶지 않다,2.0
25882056,윤진섭,2022.06.21.,오랫만에 점심 먹으려고 들렀는데전에 먹었던 면발의 쫄깃함이 더욱 쫄깃해서 더욱 맛나게 먹었는데 나중에 밀가루 빵을 먹은후에 느껴지던 위장의 불편함이 찾아와서 고생했다 메밀면 막국수가 아니라 밀가루면 막국수라 먹는데 주의를 요한다,1.0
25882056,좋은하루,2022.06.13.,대기번호 5번인데 입장하고 먹기까지 꼬박1시간 기다렸어요40년 전통 막국수집에 베트남 외국인들이 카운터랑  서빙사실상 모든 써비스를 그분들이 하니 좀 의아하군요 한 젓가락 뜨고서 드는생각그냥 가맹점 막국수집 갈래요,1.0
25882056,격렬하게 아무것도 하고싶지 않다,2022.06.08.,,5.0
25882056,레이vvan,2022.05.22.,맛있습니다,5.0
25882056,baik1213,2022.04.24.,기다릴정도는 아니예요 ㅠㅠ,2.0
25882056,Sh,2022.04.06.,서울 돌아오는 길에 막국수와 메밀전을 먹었습니다 너무나 맛있고 훌륭한 식사한끼였습니다 아이가 매울까봐 따로 담아주신 배려도 감사합니다 번창하시길,5.0
25882056,면좋아함,2022.03.22.,삼삼하니 간 쎄지않고 맛있어요 설탕 넣어먹으면 더 맛있다고 써있는데 그냥 먹어도 맛있어요ㅎㅎ 은근 양 많아서 배불러서 메밀전 몇조각은 싸왔네요,5.0
25882056,베일리,2022.02.28.,숨은맛집,5.0
25882056,seung oh lee,2021.11.04.,조금 심심할수 있는 맛인데 좋습니다 맛있군요,5.0
25882056,망고빙수,2021.10.27.,매주수요일 정기휴무,5.0
25882056,jini park,2021.08.18.,그냥저냥 평범하다,3.0
25882056,pig,2021.08.12.,막국수는 전혀 특별한 맛이 아니었습니다 오히려 면이 좀 불었나 싶은 굵은 면이었음온육수를 함흥냉면처럼 고기육수를 준다는 점이 특이했고 주차장이 넓습니다 근데 가는 길은 시골길이라 주말에 가면 나올때 막힐듯서울사시는 분은 일부러 오진 마시고 동네 막국수집 가서 설탕 조금 뿌려 드세요 ㅎㅎ,3.0
25882056,NANAZ,2021.08.02.,메밀전은 정말 맛있었어요막국수도 물론 맛 있었지만 40분이나 기다리고 먹을 정도인가하는 의문은 들었습니다 알맞은 간과 양념이 맛있었지만 생각보다 평범한 막국수,4.0
25882056,대끼리,2021.07.25.,나름 막국수 전문가인데 여기는 인정 가는길 시골길보고 차돌리지 마시길 전도 편육도 다 맛있고 육수는 지림,5.0
25882056,NANA,2021.07.16.,닭도리탕 숨운 맛집2시간전 전화필수 막국수도 멋있어요 사장님은 친절하신데 다른 직원들은 하나같이 손발도 안맞고 어쩔수 없이 일하는 느낌이라 들뜬 마음으로 방문했던 마음이 불안으로 바뀌었네요 하지만 맛있어서 다행이었어요,4.0
25882056,모리코모리,2021.07.05.,녹두전 수육 막국수 시켰는데 음식들이 깔끔하고 좋네요 평일인데도 사람이 많았습니다,4.0
25882056,초코롤빵,2021.06.21.,솔직히 막국수 1만원 이해 안가는데 여기는 진짜 찾아갈만한 곳이에요 곱배기 시켰다가 남겼네요,5.0
25882056,미히,2021.06.16.,2030분 기다려서 먹었는데 기다려서 먹을만큼은 아니에요 평범해요서빙 직원들이 외국인들이여서의사소통이 원활히 안되요,1.0
25882056,이근형,2021.06.16.,벌써 5번째 방문 가평갈때마다 가네요,5.0
25882056,JZ,2021.06.07.,비빔 물 구분 없이 막국수에 냉육수 넣어서 먹는 방식이에요 테이블 회전이 빠른편이라 오래 기다리지 않고 먹었어요,4.0
25882056,jamon,2021.05.29.,20210529 가족과메밀에 뭘 섞었는지 쫄깃한 면발에양념도 쏘쏘  수육은 괜찮은편기다린 시간 아깝다,2.0
25882056,트래블러,2021.05.29.,,5.0
25882056,erg,2021.05.24.,막국수 안좋아해서진짜 맛있을까 하고 갔는데왜 평점이 좋은지 알겠어요맛집이네요맛있어요 ㅎㅎ,5.0
25882056,아아아아아,2021.05.22.,평점 너무좋길래 광고인줄 알았는데 개맛있음 ㄹㅇ막국수 미쳤어요 이게 어떻게 안 맛있음진짜 대존맛이에요,5.0
25882056,,2021.05.21.,막국수 맛있어요 육수 조금에 설탕 식초 취향에 맞게 넣고 비벼서 먹어보세요 면이 두툼하지만 씹는맛 있고 양 많아요 굿굿,4.0
25882056,유찬이아빠 신성,2021.05.17.,여기는 정말 모든게 다 맛있어요,5.0
25882056,,2021.05.17.,다들 차끌고 와서 먹는 이유가 있음,5.0
25882056,성주,2021.05.07.,여자친구가 녹두전을 안좋아해 메밀전을 시켰는데 맛있었어요 사람도 많았고 괜찮아유,4.0
25882056,김태엽보리앤스토리,2021.05.07.,,5.0
25882056,ㅋㅎ,2021.04.19.,,5.0
25882056,정남선생,2021.04.17.,맛과 친절 모두 최고 입니다,5.0
25882056,과노c,2021.04.14.,,4.0
25882056,유정현,2021.03.01.,슴슴하고 너무 맛있어요,5.0
25882056,breeze,2021.01.14.,맛있는데 막국수특이 보통 1인분 정도 양입니다,5.0
25882056,Js,2021.01.02.,오늘 다녀왔는데 맛있게먹었습니다것보다 테이블도 간격두고 배정해주고5인이상 출입시 확고하게 입장거부하신거보고 보기좋았습니다 그 고객들 사정들 보니 딱하긴해도 쨋든 수칙 잘지키는  가게였습니다,5.0
25882056,알콩달콩,2020.10.01.,애들은 따로 돈안받으시고 쯔유에 막국수 주시더라구요가족끼리 작은 다툼으로 분위기 안좋았었는데눈치껏 대처하셨고  녹두전 수육 정말 맛있었어요막국수 양념은 다소 심심하게 느끼는 사람도 있고딱 좋다는 사람도 있었어요개인차는 있지만 오래된 전통답게 맛집은 맛집이에요다음에 또 갈거에요,5.0
25882056,하늘,2020.08.13.,녹두전 역대급 바삭함에 수육도 괜찮고 막국수도 괜찮음 특히 2명이서 다 못먹을까봐 막국수 하나에 수육 시켰는데 국수를 두개를 주셔서 저희 하나 시켰는뎅 알아서 두개로 나눠서 담아주시고 계란도 똑같이 얹어 주시고 정말 서비스가 최고임 감동감동,5.0
25882056,ha,2020.07.29.,특별할게 없는 맛굳이 찾아서 올 필요 없음왜 평이 좋은지 모르겠다,2.0
25882056,이충현,2020.06.22.,나오면 음식이 없어지는 매직,5.0
25882056,금나비,2020.05.19.,막국수 맛있는 곳,4.0
25882056,단상,2020.05.14.,막국수인지 쫄면인지진정한 막국수를 먹으러 가시려는 분께는 비추합니다그냥 동네 쫄면집 가심이 ㅜㅜ,1.0
25882056,o,2020.05.13.,,5.0
25882056,SHIM,2020.05.11.,외관부터무척힙하다맛좋다,5.0
25882056,,2020.05.02.,도대체 뭐가 맛있다는건지ㅜㅠ일단 기본적으로 그릇이 죄다 뭐가 묻어있구요맹한 맛이 특징인건가수육도 냄새나요강릉에 ㅂㅊ막국수 생각하며 기대하고 갔는데 너무 실망했습니다토요일에 1시간반 기다리고 먹었는데 더 화나네요ㅜㅠ 시간 버림제 돈 주고 사 먹은 후기입니다,1.0
25882056,내돈내산,2020.03.05.,왜 후기가 이렇게 좋은지 살짝 이해가 안갔음메밀전이 두껍고 그냥 그닥제 취향은 아니었네요코로나땜에 손님이 없어서 주방장님이 안계시나란 생각을 하며 나온곳,3.0
25882056,이도현,2020.02.29.,,5.0
25882056,MrGreat,2019.12.25.,맛과 가격 아주 훌륭하네요  추천합니다,5.0
25882056,Luke,2019.10.26.,물 않넣고 비빔 맛있네요수육도 굿,4.0
25882056,김태주,2019.07.29.,금요일에 가서 기다리지 않고 바로 먹었어요맛 서비스 모두 만족합니다다음에도 또 가고 싶어요,5.0
25882056,Tyche,2019.05.28.,막국수 매니아로써 진정 인정하는 맛입니다 메밀전도 쫀득하니 너무 맛있고 일부러 찾아온 보람이 있는 집,5.0
25882056,구디,2019.05.05.,존맛이네여엄빠랑와저 메밀전 두개먹음특하나걍막국수시켜서 배터지게먹었이요,5.0
25882056,수여미식회,2019.03.05.,여기까지 들어와서 먹는이유주차장이 두개인 이유좌식인 이유막국수,5.0
25882056,리얼후기만,2019.03.05.,첫맛은 심심하다 뒤로갈수록 깊은맛 식초겨자 보다는 다대기에 설탕을 추천합니다 둘이와서 특1개 녹두전1개 시켰더니 특을 두그릇으로 나눠주시네요 감동쓰,5.0
25882056,싸울아비,2018.10.05.,기다림에 지쳐 배고파서 맛있었지만소스는 정말 맛남 면은 매밀이 약함밤 따는 재미도 있음ㅎ,4.0
25882056,blue draca,2018.08.14.,양도 많고 양념맛이 좋아요 갠적으로 비빔으로 계속 드시는게 좋을듯,4.0
25882056,후기에진심,2018.08.09.,수육을 못찍었어순식간에다먹어치움막국수는 보통의 아는 맛ㅅㅅ양념이 특별하다 아니다ㅋㅋ,3.0
25882056,최호영,2018.08.07.,,3.0
25882056,이시연,2018.08.05.,막국수 수육녹두전 먹었는데셋 다 평타 이상이었어요만족근데 너무 더움ㅠㅠ,4.0
25882056,민택근,2018.07.21.,,4.0
25882056,안희택,2017.11.19.,,5.0
25882056,개소리하고자빠졌네,2017.11.17.,수육 녹두전 막국수를 먹었는데 막국수만 좀 아쉬웠습니다 메밀함량이 넘 낮아 쫄면에 가까운 식감이었어요 대신 육수는 참 좋았어요 냉육수를 부어 먹으라고 하셨는데 온육수가 더 맛있어서 이걸 부으면 더 맛있었을거 같아요,4.0
25882056,절대긍정남,2016.11.18.,이곳에서 막국수 먹으면 다른곳에서 막 국수 못먹게된다,5.0
25882056,박영준Dyne,2016.07.30.,,4.0
20146621,최성규,2022.09.18.,,1.0
23303735,라비앙로즈,2022.07.16.,오우 존맛,5.0
23303735,파워검객,2018.08.08.,사장님이 매우 친절하시고 음식도 모두 정말 맛있어요전 삼합이 특히 맛있어서 소중한 사람들을 만날때면 종종 가네요국물닭발도 정말 맛있대요 오래오래 장사해주세요,5.0
20844174,ㅎㅎ,2021.09.30.,최애카페 최고ㅠㅠㅠ,5.0
20844174,웜,2021.04.04.,최고에요 학교 앞 단연코 최애 카페 ,5.0
20844174,굔,2020.04.10.,,5.0
23696449,블리,2022.04.08.,일단 맛있고 특이하네요,4.0
23851268,Tk,2023.02.01.,,5.0
23851268,팩트만말합니다,2023.01.29.,밀가루맛 많이나고 너무 최악의 맛다시는 안옴,1.0
23851268,hdpdh,2022.12.25.,전 미리 만들어놓은거 익혀줘서 뻑뻑하고 밀가루가 많아요칼국수 해물 상태가 안좋아요,1.0
23851268,뿡삥뽕,2022.10.11.,해물이 진짜 많아요 추천합니다 가족모임으로 갔는데 좋았어요,5.0
23851268,ㅇㅇ,2022.09.26.,다짜고짜 제일 비싼 칼국수에 파전까지 시키라고 추천 바지락은 죄다 비릿해서 못 먹겠고 식사 도중에 화장실 청소한다고 락스를 들이부어서 코가 너무 아파서 괴로웠음 도대체 왜 여기가 맛집인가요 비위생적이고 정말 별로입니다 아 김치도 정말정말 맛없어요,1.0
23851268,동백조아,2022.08.02.,전에 황제 칼국수 맛있게 먹은 기억으로 오늘 두번째 방문했는데 영 아니네요파전이 미리 만들어놨다 데워내듯 마른 느낌세번째 올 마음이 있으려나,2.0
23851268,쩝쩝박사,2022.07.18.,해감이 No 간이 짜네요 ㅜ양많고 친절하셔서 별드립니다,2.0
23851268,,2022.01.01.,막걸리 무제한 해물파전 무난백합 칼국수 아무리 기다려도 안 나옴 30분 정도 기다렸나 한참 뒤에 들어온 사람들 먹고 있는거 보고 물어 보니 주문 누락먹다가 머리카락 하나 나옴 조용히 건져 놓고 그냥 먹음 두 개 째 나옴 말씀드리고 파전만 계산하고 그냥 나옴저렴한 가격에 파전+ 막걸리 잘 먹었습니다 칼국수 집인데 칼국수 때문에 기분 입맛 그날 하루의 마무리 다 망쳤네요,2.0
23851268,룽룽,2021.12.02.,,1.0
23851268,June,2021.11.14.,김치는 별루지만 칼국수가 진짜 시원합니다해물칼국수 아님 백합칼국수 먹는데 부모님이 좋아하세요 동동주도 공짜임자주오던곳인데 오랜만에오니까 손님 개많아짐비례해서 개불친절하고 위생좀 별루여짐ㅠ,3.0
23851268,taku,2021.11.01.,면발이 쫄깃해서 맛있어요,4.0
23851268,이승현,2021.10.29.,맛있네요 추천해요 친구들이랑 같이 갔다 들렸는데 만족합니다,5.0
23851268,가즈아,2021.10.29.,칼국수 한그릇 제대로 먹고 갑니다 국물이 시원하니 너무 맛있어용,5.0
23851268,초이,2021.10.29.,중간 고사 마치고 대학 친구들이랑 쏘카타고 들려서 먹었는데 너무 맛있게 먹었습니다 양도 많아서 남자들 4명서 먹는데 배가 꽉차게 먹었어요 다음에 또 친구들이랑 놀러 오겠습니다,5.0
23851268,나이수,2021.10.29.,너무 맛있게 잘 먹었어요,5.0
23851268,이갑영,2021.09.18.,백합칼국수를 먹었는데 바지락 해캄이 안되었는지 바닥에 모래가 가득하네요전에 이름 없는 곳에 가서 먹었던 곳이 더 맛있었던것 같아요다들 비싼것만 드시는데 그돈주고 먹을 가치가 있는지 의문입니다,1.0
23851268,ddd,2021.09.12.,파전은 맛있었는데 김치가 너무 맛없고 조개에선 모래씹히는것들이 많아요,3.0
23851268,ktk,2021.08.21.,정말 주변에 다른집 많으니 다른곳 가시길낙지해물파전은 냄새가 나서 못먹겠고칼국수도 후추맛밖에 안납니다별 한개도 아까운 곳입니다,1.0
23851268,새 암,2021.08.09.,칼국수에 비해 해물파전에 조금 떨어져서 그렇지 파전도 나름 갠춘 양도 넉넉해서 2명 기준 칼국수 1 파전 1 적당하구요 칼국수 좋아하는 분이라면 굳이 파전 없어도 칼국수 2 아주아주 넉넉합니다 김치는 일반 칼국수집에 나오는 맛난 겉절이에 비하면 조금 떨어지는 건 사실입니다만 때를 잘 못 맞춰서 그럴 수도 있고 일반 음식점 김치 정도 일부러 찾아갈 장소까지는 아니지만 근처가면 생각은 날 것 같아요 워낙에 인기 많은 곳이라 세심한 서비스는 바랄 수 없고 다소 정신없긴 하지만 더운 날씨에 직원 분들은 열심열심히 친절하셨어요,4.0
23851268,에이스,2021.07.24.,맛있게 먹고 갑니다,5.0
23851268,h,2021.07.03.,황제 바다칼국수 대박이었어요,5.0
23851268,매의눈,2021.06.13.,대부도 허구많은칼국수집중에 왜이리도 맛없는집을갔는지 김치도맛없는신김치에 9000원이나하는 바지락칼국수는 면도별루 국물도완전별루양도적고  가끔가는대부도칼국수집중에다시가고싶지않은집,1.0
23851268,lullulalla,2021.05.24.,좋았어요 칼국수 면발도 쫄깃하고 조개도 많이 들어가 있어서 아이들도 해산물 찾아 먹는 재미로도 잘 먹더라고요,5.0
23851268,누구냐넌,2021.05.23.,칼국수는 먹을만 합니다낚지해물파전 최악입니다 돈아깝습니다이렇게 파실려면 메뉴 내리세요,1.0
23851268,omg,2021.05.19.,황제칼국수는 푸짐하고 한번정도 먹을만함 해물파전은 해물은 거의 없도 밀가루반죽이 대부분이라 추천하지 않음,3.0
23851268,맛집평가,2020.12.24.,직접 담근 김치는 신김치 입니다 참고하세요바지락은 해감이 덜되어 모래가 씹힐 수 있습니다국물에서 멸치 똥 제거 안한 맛이 나는데 확실하지는 않네요김치 안드시고 평범한 칼국수 드시고 싶으시면 추천합니다만 저는 안갈거 같아요,1.0
23851268,짜증나,2020.12.19.,사장님 직원분들 다친절해욤또 오고싶어요음식도 쫭,5.0
23851268,벤허,2020.08.10.,국물이 싱거웠습니다 생각보다 국물이 싱거워 그냥 그럭저럭 먹었지만 그냥 뭐 생각했던 뛰어난 맛집 레벨은 아닌 것 같습니다  오히려 영종도 황제칼국수집이 더 우월합니다,3.0
23851268,pixelue,2020.08.06.,후기는 카카오맵 후기가 제일 잘맞는듯ㅎㅎ 김치는 아쉽지만 칼국수는 간도 딱맞고 신선한게 느껴져서 맛있게 잘먹었어요,5.0
23851268,알콩아빠,2020.07.18.,,3.0
23851268,먹세,2020.07.18.,황제칼국수로 먹었는데 싱싱하고 맛있어요 국물도 시원하고 근데 해물파전완전별로 그래서 별두개빼요,3.0
23851268,오은지,2020.06.09.,보통이네요,3.0
23851268,오션,2020.05.30.,,4.0
23851268,rainjay,2020.05.06.,사실 해물칼국수라고 해도 바지락이나 조금 들어있고 별거 없는 경우가 많은데 여기는 진짜 해물이 엄청 푸짐하게 들어가있어요 국물도 정말 시원하고 요즘말로 존맛탱입니다 ㅋㅋㅋㅋㅋㅋㅋ 추천해여,5.0
23851268,김비누누,2020.05.06.,대부도여행하면서 젤루 맛있게먹은집 칼국수면에 김치랑 딱 해서 먹고 국물까지 끝내줬어요ㅋㅋ,5.0
23851268,kkm,2020.05.03.,별 한개도 아깝다는게 이런거군요파전은 모서리가 다 타서 나오고 칼국수 조개는 해감도 안되어 모래 씹히고 김치 깍두기도 손이 안가고서울에 동네 칼국수집이 싸고 맛도 백배 낫습니다,1.0
23851268,박재영,2020.04.30.,별로에요 아주 별로,1.0
23851268,Charles S,2020.04.26.,해산물이 싱싱해서 달달하네요국물 시원하니 맛나요 면은 소소김치랑 깍두기 맛나요,4.0
23851268,헬로콤,2020.04.16.,칼국수 먹으러 온 집 중 최악보리밥도 안주고 별로임,1.0
23851268,ㅇㅇ,2020.04.09.,기대하고 왔는데사장님 되시는 분인가아저씨테이블 정리하면서 궁시렁궁시렁 하고먼저 와서 주문했는데 순서대로 안나오고답답하네요맛은 있지만 다음에 안갈듯,3.0
23851268,나루,2019.12.02.,,5.0
23851268,한부호,2019.10.31.,칼국수 맛이 거기서 거기지 라고 생각했는데이건 상상이상네요맛있게 먹고갑니다,5.0
23851268,박승전,2019.09.17.,,3.0
23851268,우기,2019.08.31.,황제칼국수 + 파전 53000원국물  면      해물  양      파전  김치  열무  평균 4점이상되는 맛집인정,4.0
23851268,UK,2019.08.17.,처음으로 후기를 남깁니다황제해물칼국수와 해물파전을 먹었습니다 역시 카카오맵의 후기는 틀리지 않는듯 합니다 해물도 풍성하고 맛도 좋았습니다 2인기준 황제칼국수+파전 5만원 넘지만 이정도면 가성비가 좋다고 해도 되겠네요,5.0
23851268,성지혜,2019.05.13.,친구들이랑 해장하러갔다가 소주3병먹고돌아왔네요 해물이 진짜많이 들어가서 국물자체가 소주땡기는맛입니다 진짜 시원하게 잘먹고왔어요,5.0
23851268,뿌링클,2019.05.13.,바다칼국수였나 먹었는데 해물도 많이 들고 맛있더라구요 역시 바닷가 가면 해물 가득 들은 칼국수 먹어야죠ㅋㅋㅋㅋ맛있게 먹고갑니다,5.0
23851268,무지개,2019.05.13.,이번에 회사직원들끼리 엠티다녀오다 방문했어요 칼국수 겁나 시원해서 그런지 해장 싹하고 갑니다,5.0
25798195,푸시업,2021.12.26.,맛도 있고 서비스도 좋았어요,5.0
25798195,ho,2021.10.10.,코스로 먹었는데 전체적으로 친절하고 깔끔한 게 좋았습니다 음식도 맛있네요가격이 부담스럽지만 특별한 날 식사하기 괜찮은 곳 같아요6만원대 코스는 없어졌네요,4.0
25798195,김지승,2021.05.04.,와이프와 둘이서 대게를 시켰는데 한참 기다려서 겨우 나온 대게의 품질이 딱봐도 형편 없어서 사장님께 대게가 생물이 아니고 죽은지 오래된 것 아니냐고 질문했더니 절대 그럴리 없다고 딱 잡아떼시길래 할수없이 그냥 먹었는데 집으로 돌아와서 몸에 두드러기 등 식중독 발작해서 한숨도 못잠비싸게 받으면서 물건품질도 속이는 아주 질이 나쁜 식당임  절대 가지 마시기를,1.0
25798195,리즈,2019.04.10.,322일 해외나가기전에 와이프가 대게가 먹고 싶다하여 처음으로 방문했습니다 키로당 단가는 좀 비싼 것 같아도 찬이나 다른 서비스들 가격이라 생각하여 키로반 조금 넘는걸로 주문을 했습니다 8시 45분쯤 게를 찜통에 넣고 저희는 자리로 들어가려 하니 종업원분께서 9시 50분까지 영업이니 그 안에 드시고 가라고 합니다 게를 찌는 시간도 있고 와이프와 헤어지기 전 이런저런 얘기할 시간도 많이 필요할 것 같아 아 그러면 저희 환불해주시고 다음에 오겠다 하니 게를 찜통에 넣어 환불이 불가하답니다 시간이 부족하면 포장도 되니 집에 가서 먹으라고 합니다 이게 정상적인 상황인가요 하도 어처구니가 없고 해서 일반적으로 이런 상황이면 그래도 조금 늦게까지도 가능하니의 편하게 드세요 혹은 미리 영업시간을 말씀드리지 못해 미안하다 해야 하는게 아닙니까 라고 항의하니 손님이 그렇게 생각하신다면 죄송하다고 하네요 보통은 1시간에 다 드시고 간다면서 도저히 먹을 기분이 나지 않아서 그냥 나왔습니다 밑에 댓글 중에 친절히 말말하시고 그 속엔 절대 진심이 없다는 말에 공감합니다 환불받을 생각도 없고 그냥 손님들 속이면서 장사하시는 분들은 알아서 피해 볼거라 생각합니다 해외나가기전 와이프랑 마지막 저녁이었는데 근래들어 제일 기분이 좋지 않았습니다 돌아와서 바로 생각나서 이렇게 글을 씁니다,1.0
25798195,나루꽁지행복하게,2018.12.31.,8시30분 들어갔는데요 2명이 20만짜리 랍스터 고르고 쪄서 나오니 거의 9시 되서 나왔는데 한참 먹고 있는데 9시 20분부터 와서 갑자기 10시까지라네요 남자사장이 와서 9시50분까지라고 얼른 먹고 가라고 계속 압박하고 남친 화장실 다녀오는데 안가려고 소주 한병 시키고 죽치고 있다고 막말하고 안간다고 멱살잡고 사장인지 그 아저씨 난리가 아니네요 정말 비추입니다,1.0
25798195,오리,2018.10.03.,비싸요분위기도 별로20,2.0
25798195,성종현,2017.04.15.,조금 비싼거 같아요 1KG 대게 8만원대 후반 생각하시고 오셔야 합니다 먹기 편하게 잘라주셔서 잘 먹었습니다,4.0
25798195,달오,2016.08.18.,맛은 있는데 너무 비싸고 가격에 비해서 지저분하고 분위기도 별로임 참고로 5명이 50만원 나왔음 미친가격,1.0
25298336,닝닝,2022.04.17.,파주에서 제일 맛있는 막창집학생 때 부터 다녔는데 10년 넘은 동네 맛집임막창 냄새 하나도 안나고 소스도 넘 맛있고양도 가격도 가성비 짱임,5.0
20406852,이창율,2023.01.25.,,5.0
20406852,JHJH,2022.06.15.,맛있어요 단지 양이 생각보다 너무너무 적었어요,4.0
20406852,기영이,2021.10.12.,가성비를 떠나 진짜 너무 맛있어용 순살치킨 크리스피치킨 짱맛,5.0
20406852,리,2021.06.28.,,5.0
20406852,망고왕,2020.12.21.,다 괜찮지만 닭똥집이 ㄹㅇ 죽음 진짜 겁나 맛있어요ㅎㅎ,5.0
20406852,드드,2020.07.10.,평범,3.0
20406852,fghur,2019.04.13.,가격싼게장점  맛도 보통 이상 이라서 강추함,5.0
20503106,무서움주의,2020.05.18.,곱창도 사진처럼 반은 타서 나왔고 오래걸렸어요 탄거도 우리끼리도 말한마디 안하고 잘먹고있엇는데 여자분이 음식을 가져왔으면 놓으면 되는데 못놓고 계시길래 빈곳에 놔달라니까 치워줘야 놓죠라고 해서 우리끼리 황당하다하니까 갑자기 다시와서 황당해요 황당해요 지금 황당하다고했어요 시비조로 말해서 쫄아서 볶음밥먹다 체하는줄알앗어요 다시 돌아오더니 빈손이 있으면 제가 치우고 놨겠죠하는데 어이털림 치워달라하던가ㅡㅡ 여기가면 사장님 무서워서 체함 눈치보면서 볶음밥먹고나왔는데 맛도없었음 우리나라 사람들이 볶음밥 맛없어하기도 쉽지않은데 말이에여,1.0
20503106,최기영,2018.07.28.,단골 곱창집 곱창 맛으로만 비교하면 최상급 한방 간장 소스도 일품 양깃머리가 없는게 아쉬움,4.0
20342295,오승준,2021.08.15.,거의 모든 식자재를 직접 재배하시고 당일 수확해서 만드신다고 하시네요 헐 충격적으로 맛있어요 버릴 반찬 하나없이 어쩜 이렇죠,5.0
20342295,majuang,2021.07.30.,반찬이 깔끔하고 맛있네요,4.0
