일련번호,시도명,시군구명,대피지구명,대피장소명,주소,수용가능인원수,대피소 분류명,해변으로부터거리,내진적용여부,해발높이,경도,위도
390,경상북도,경주시,나정지구,시드니 낚시마트 뒤 야산,경상북도 경주시 감포읍 천촌리 105-2,1000,공터,100,,40,129.49489400,35.79270300
363,경상북도,포항시북구,죽천지구,죽천마을입구 앞 버스정류장,경상북도 포항시 북구 흥해읍 죽천리 711-1,80,공터,400,,16,129.41768450,36.09123500
398,경상북도,경주시,오류지구,감포리조트펜션 주차장,경상북도 경주시 감포읍 오류리 137,500,공터,130,,12,129.51843000,35.83817300
399,경상북도,경주시,오류지구,감포중·고등학교,경상북도 경주시 감포읍 오류리 478-2,1300,학교운동장,350,,20,129.50675900,35.81077100
400,경상북도,경주시,오류지구,일출빌라 뒤 야산,경상북도 경주시 감포읍 오류리 326-2,1000,공터,200,,20,129.51095700,35.81621200
401,경상북도,경주시,읍천지구,읍천1리 마을회관 뒤 솔밭,경상북도 경주시 양남면 읍천리 산54,3000,공터,140,,20,129.47253600,35.69067200
402,경상북도,경주시,하서지구,양남중학교 운동장,경상북도 경주시 양남면 하서리 651,1000,학교운동장,400,,15,129.46015400,35.67386500
403,경상북도,경주시,하서지구,카리브모텔 뒤 야산,경상북도 경주시 양남면 하서리 195-1,1000,공터,150,,20,129.47010000,35.68226000
404,경상북도,영덕군,강구지구,대게축구장입구,경상북도 영덕군 강구면 강영로 16-111,500,공터,300,,40,129.38971000,36.36233600
405,경상북도,영덕군,강구지구,미혜식당뒤,경상북도 영덕군 강구면 영덕대게로 143-9,400,공터,65,,31,129.39269000,36.36193400
406,경상북도,영덕군,강구지구,수협창고뒤,경상북도 영덕군 강구면 강구길 20-6,400,공터,400,,36,129.38587500,36.35996500
407,경상북도,영덕군,거무역지구,7번국도변(거무역),경상북도 영덕군 병곡면 아실길 9,100,공터,480,,24,129.39971400,36.57654200
408,경상북도,영덕군,거무역지구,학생해양수련원,경상북도 영덕군 병곡면 고래불로 201,500,공터,100,,21,129.41250000,36.57863700
372,경상북도,포항시북구,칠포1지구,칠포1리 고지대,경상북도 포항시 북구 흥해읍 칠포리 54-4,70,공터,250,,22,129.39680600,36.14561900
373,경상북도,포항시북구,칠포2지구,칠포2주유소 앞 공터,경상북도 포항시 북구 흥해읍 칠포리 265-1,34,공터,230,,16,36.14083600,129.39243500
374,경상북도,포항시북구,화진지구,화진1리 버스정류장 옆,경상북도 포항시 북구 송라면 화진리 261-1,210,공터,600,,24,129.38239800,36.23657900
375,경상북도,포항시북구,화진지구,화진2리 화진비치펜션 앞,경상북도 포항시 북구 송라면 화진리 180-1,208,공터,400,,21,129.38191600,36.23931200
376,경상북도,포항시북구,환여지구,포항해양과학고 앞,경상북도 포항시 북구 환호동 2-8,200,학교운동장,730,,22,129.40616600,36.07405900
377,경상북도,포항시북구,환여지구,해안로511번길10,경상북도 포항시 북구 여남동 97,150,공터,160,,23,129.41318500,36.07348900
422,경상북도,영덕군,금곡2지구,구국도변 공터 2,경상북도 영덕군 병곡면 군지경로 92,80,공터,300,,35,129.42062100,36.64205100
423,경상북도,영덕군,금진1지구,대구대학교연수원,경상북도 영덕군 강구면 번영길 235,500,공터,80,,22,129.40311900,36.37981900
424,경상북도,영덕군,금진1지구,마을뒷산(금진),경상북도 영덕군 강구면 영덕대게로 405,100,공터,50,,23,129.40510000,36.38193700
425,경상북도,영덕군,금진2지구,금진택지입구,경상북도 영덕군 강구면 금진길 14-4,200,공터,180,,22,129.39382600,36.36612400
426,경상북도,영덕군,금진2지구,소하민박뒤,경상북도 영덕군 강구면 영덕대게로 229-10,50,공터,70,,20,129.39527400,36.36919700
391,경상북도,경주시,나정지구,전촌1리 마을회관,경상북도 경주시 감포읍 천촌리 532-1,50,공공건축물,550,미적용,15,129.48836900,35.79285300
392,경상북도,경주시,대본지구,감포관광단지 주차장,경상북도 경주시 감포읍 대본리 1247,3000,공터,100,,15,129.49246900,35.76335100
393,경상북도,경주시,대본지구,대본3리 마을회관 앞 공터,경상북도 경주시 감포읍 대본리 606-6,50,공터,100,미적용,15,129.48594200,35.74660970
394,경상북도,경주시,대본지구,대본초등학교,경상북도 경주시 감포읍 대본리 671,200,학교운동장,100,,15,129.48383900,35.74502000
395,경상북도,경주시,대본지구,전망대횟집 앞 야산,경상북도 경주시 감포읍 대본리 산172-2,1000,공터,100,,15,129.49147000,35.75258700
396,경상북도,경주시,봉길지구,수재마을소공원,경상북도 경주시 양북면 봉길리 58-6,100,공터,300,,10,129.48179100,35.73621200
397,경상북도,경주시,오류지구,감포댐 입구,경상북도 경주시 감포읍 오류리 산14-81,1000,공터,150,,12,129.51199700,35.83685500
442,경상북도,영덕군,대탄지구,대탄갈릴리교회 뒤,경상북도 영덕군 영덕읍 대탄길 14-5,130,공터,330,,10,129.43090274,36.43558796
443,경상북도,영덕군,덕천지구,영덕경찰수련원,경상북도 영덕군 병곡면 영덕로 2108-152,300,공터,500,,20,129.41694300,36.56880200
444,경상북도,영덕군,백석1지구,철암산 1,경상북도 영덕군 병곡면 백석길 25,300,공터,400,,56,129.40923900,36.62097800
445,경상북도,영덕군,백석1지구,철암산 2,경상북도 영덕군 병곡면 백석길 11-12,300,공터,400,,56,129.40973900,36.61901400
446,경상북도,영덕군,백석2지구,7번국도변(백석지구),경상북도 영덕군 병곡면 동해대로 7686,300,공터,300,,59,129.39968200,36.57653400
447,경상북도,영덕군,백석2지구,동해안휴게소,경상북도 영덕군 병곡면 동해대로 7656,300,공터,300,,59,129.41093400,36.62349400
427,경상북도,영덕군,금진2지구,풍성호뒤,경상북도 영덕군 강구면 영덕대게로 221-16,50,공터,70,,20,129.39446900,36.36864800
428,경상북도,영덕군,남호지구,남호승강장,경상북도 영덕군 남정면 남호리 119-2,100,공터,120,,30,129.37377800,36.33340100
429,경상북도,영덕군,남호지구,웰빙문화테마마을입구,경상북도 영덕군 남정면 동해대로 4165-17,70,공터,600,,28,129.37751708,36.32953985
430,경상북도,영덕군,노물지구,경노회관뒤 골목,경상북도 영덕군 영덕읍 노물길 11-8,25,공터,140,,48,129.43436200,36.44647100
409,경상북도,영덕군,경정1지구,경정교회 뒷산,경상북도 영덕군 축산면 경정1길 24-9,200,공터,350,,30,129.43171600,36.48488200
410,경상북도,영덕군,경정1지구,경정해수욕장 뒷산,경상북도 영덕군 축산면 경정2길 3,100,공터,100,,25,129.43280300,36.48261500
411,경상북도,영덕군,경정1지구,축산항초등학교 경정분교뒤 공터,경상북도 영덕군 축산면 경정길 17,200,학교운동장,350,,20,129.43365700,36.48608600
412,경상북도,영덕군,경정2지구,태흥모텔 앞 공터,경상북도 영덕군 축산면 영덕대게로 1861,250,공터,150,,30,129.44288300,36.49365200
413,경상북도,영덕군,경정3지구,경정석산(버스승강장),경상북도 영덕군 축산면 고경길 256,100,도로변,200,,35,129.43181400,36.47509300
414,경상북도,영덕군,구계지구,구계승강장,경상북도 영덕군 남정면 남정면 동해대로 4048,200,도로변,120,,30,129.37969700,36.32054500
415,경상북도,영덕군,구계지구,마을뒷산,경상북도 영덕군 남정면 남정면 구계리 319-1,220,공터,220,,20,129.37850000,36.32090000
416,경상북도,영덕군,구계지구,w펜션(구.아이씨프라자),경상북도 영덕군 남정면 남정면 동해대로 4000,150,공터,50,,30,129.37851400,36.31657200
417,경상북도,영덕군,구계지구,제당뒷산,경상북도 영덕군 남정면 남정면 구계리 253-2,310,공터,310,,25,129.37850000,36.32090000
418,경상북도,영덕군,금곡1지구,금곡1서낭당,경상북도 영덕군 병곡면 거무실2길 25-23,150,공터,600,,28,129.40885900,36.64228600
419,경상북도,영덕군,금곡1지구,마을뒷산,경상북도 영덕군 병곡면 거무실1길 54,150,공터,500,,25,129.41277100,36.64189600
420,경상북도,영덕군,금곡1지구,칠보산도로변,경상북도 영덕군 병곡면 칠보산길 1296,200,공터,300,,79,129.41060000,36.63861100
421,경상북도,영덕군,금곡2지구,구국도변 공터,경상북도 영덕군 병곡면 군지경로 106,70,공터,300,,28,129.42201400,36.64340600
459,경상북도,영덕군,오보지구,오보교회뒤,경상북도 영덕군 영덕읍 오보길 25-5,50,공터,170,,47,129.43211700,36.44238700
460,경상북도,영덕군,오보지구,오보보건소뒤,경상북도 영덕군 영덕읍 오보길 3-2,80,공터,280,,30,129.43022800,36.44130100
461,경상북도,영덕군,오포1지구,오포1리 마을뒷산(1),경상북도 영덕군 강구면 오포3길 9,100,공터,550,,340,129.37424200,36.36172200
462,경상북도,영덕군,오포1지구,오포1리 마을뒷산(2),경상북도 영덕군 강구면 오포리 산10,200,공터,600,,340,129.37334700,36.36483900
463,경상북도,영덕군,"오포2,3지구",강구정보고,경상북도 영덕군 강구면 신강구길1길 41,1200,학교운동장,600,,22,129.37994900,36.35337700
464,경상북도,영덕군,"오포2,3지구",강구초등학교,경상북도 영덕군 강구면 나비산길 8,500,학교운동장,490,,20,129.37878000,36.35643500
431,경상북도,영덕군,노물지구,구)보건소 맞은편,경상북도 영덕군 영덕읍 노물1길 15,35,공터,370,,42,129.43106900,36.44681200
432,경상북도,영덕군,노물지구,선창횟집 뒤,경상북도 영덕군 영덕읍 노물2길 12,20,공터,320,,45,129.43115000,36.44626900
433,경상북도,영덕군,노물지구,대원사입구,경상북도 영덕군 영덕읍 노물1길 27,35,공터,430,,54,129.43058600,36.44779100
434,경상북도,영덕군,노물지구,지미슈퍼뒤 공터,경상북도 영덕군 영덕읍 영덕대게로 1296,20,공터,250,,35,129.43293000,36.44700100
435,경상북도,영덕군,노물지구,해녀횟집뒤 골목,경상북도 영덕군 영덕읍 노물길 42-2,25,공터,160,,46,129.43494700,36.44644100
436,경상북도,영덕군,대부지구,구)마을회관옆,경상북도 영덕군 영덕읍 영덕대게로 691-13,150,공터,90,,35,129.42111200,36.40141300
437,경상북도,영덕군,대부지구,창포교회뒤편,경상북도 영덕군 영덕읍 영덕대게로 739,400,공터,85,,35,129.42304800,36.40397500
438,경상북도,영덕군,대진1지구,대진1리 마을뒤 야산,경상북도 영덕군 영해면 대진리 산10-7,160,공터,230,,30,129.42827400,36.56187000
439,경상북도,영덕군,대진2지구,마을뒤 야산 1,경상북도 영덕군 영해면 관대길 77,200,공터,150,,20,129.42856800,36.55629200
440,경상북도,영덕군,대진3지구,마을뒤 야산 2,경상북도 영덕군 영해면 건달길 11-21,150,공터,70,,20,129.43880200,36.55062600
441,경상북도,영덕군,대탄지구,창호민박뒤,경상북도 영덕군 영덕읍 대탄1길 7,130,공터,260,,49,129.43226900,36.43384300
476,경상북도,영덕군,축산항지구,블루로드길,경상북도 영덕군 축산면 축산항2길 9-32,100,공터,70,,40,129.44420500,36.50136200
474,경상북도,영덕군,창포지구,창포초등학교,경상북도 영덕군 영덕읍 창포길 2-12,430,학교운동장,100,,25,129.42791500,36.40944100
475,경상북도,영덕군,축산항지구,목너머,경상북도 영덕군 축산면 영덕대게로 2138,400,공터,70,,15,129.44353700,36.51205700
473,경상북도,영덕군,창포지구,창포일반(강유복 집뒤),경상북도 영덕군 영덕읍 창포1길 19-8,30,공터,150,,29,129.42935900,36.41200600
472,경상북도,영덕군,창포지구,창포보건소뒤,경상북도 영덕군 영덕읍 영덕대게로 767-5,30,공터,100,,29,129.42339500,36.40775600
469,경상북도,영덕군,장사지구(영덕),부흥2리 뒷산,경상북도 영덕군 남정면 산정로 57,250,공터,200,,30,129.36786900,36.28788200
470,경상북도,영덕군,창포지구,창포활어대게횟집 뒤,경상북도 영덕군 영덕읍 영덕대게로 811,30,공터,130,,35,129.42878400,36.40887500
471,경상북도,영덕군,창포지구,제당옆골목,경상북도 영덕군 영덕읍 창포1길 5,30,공터,90,,24,129.42864600,36.41131800
465,경상북도,영덕군,"오포2,3지구",독도수산뒤,경상북도 영덕군 강구면 신강구길 88,500,공터,160,,37,129.38600000,36.35300000
466,경상북도,영덕군,"오포2,3지구",오포대게식당뒤,경상북도 영덕군 강구면 신강구길 74,500,공터,200,,33,129.38647300,36.35401100
467,경상북도,영덕군,원척지구,마을공터,경상북도 영덕군 남정면 동해대로 3788,270,공터,70,,30,129.37763900,36.29789700
468,경상북도,영덕군,장사지구(영덕),남정중학교,경상북도 영덕군 남정면 진불길 11-20,500,공터,500,,30,129.37085500,36.28362000
448,경상북도,영덕군,병곡지구,바다향기펜션,경상북도 영덕군 병곡면 병곡1길 37,200,공터,300,,49,129.41462500,36.60373200
449,경상북도,영덕군,병곡지구,병곡휴게소,경상북도 영덕군 병곡면 흰돌로 20,800,공터,600,,41,129.41325200,36.60621500
450,경상북도,영덕군,부경지구,힐링턴콘도,경상북도 영덕군 남정면 동해대로 3478,400,공터,90,,30,129.37707402,36.27232363
451,경상북도,영덕군,부흥지구,마을회관,경상북도 영덕군 남정면 부흥1길 27,300,공터,130,,30,129.37650200,36.29183800
452,경상북도,영덕군,사진1지구,마을뒤야산,경상북도 영덕군 영해면 영덕대게로 2467-29,100,공터,250,,35,129.43751700,36.53874700
453,경상북도,영덕군,사진2지구,마을뒤 공터,경상북도 영덕군 영해면 괴시사진길 319,150,공터,150,,40,129.43915000,36.53106500
454,경상북도,영덕군,사진3지구,마을뒤야산,경상북도 영덕군 영해면 공수진길 44,100,공터,150,,20,129.43751700,36.53874700
455,경상북도,영덕군,삼사지구,삼사공원입구1,경상북도 영덕군 강구면 해상공원길 9,500,도로변,250,,27,129.38206400,36.34543500
456,경상북도,영덕군,삼사지구,삼사공원입구2,경상북도 영덕군 강구면 해상공원길 34,150,도로변,100,,27,129.38494500,36.34525500
457,경상북도,영덕군,삼사지구,씨아일랜드주차장,경상북도 영덕군 강구면 동해대로 4280,50,공터,60,,10,129.38157800,36.34015800
458,경상북도,영덕군,영4지구,영4리 야산,경상북도 영덕군 병곡면 영길 7,300,공터,600,,49,129.40270000,36.59352000
500,경상북도,울진군,진복지구2,만영수산뒤밭,경상북도 울진군 근남면 진복리 174,100,공터,175,,13,129.41716200,36.92183700
477,경상북도,영덕군,축산항지구,와우산,경상북도 영덕군 축산면 축산항5길 11-2,200,공터,100,,30,129.44659700,36.51082700
478,경상북도,영덕군,축산항지구,죽도산,경상북도 영덕군 축산면 축산항길 97,300,공터,400,,40,129.45088900,36.50765400
479,경상북도,영덕군,축산항지구,축산항초교,경상북도 영덕군 축산면 축산항초교길 2,400,학교운동장,600,,20,129.44252400,36.50932700
480,경상북도,영덕군,하저지구,문화교맞은편뒤,경상북도 영덕군 강구면 하저길 419-8,100,공터,200,,15,129.40688800,36.39061200
481,경상북도,영덕군,하저지구,탁주합동제조장뒤,경상북도 영덕군 강구면 영덕대게로 509-19,100,공터,430,,12,129.40840000,36.39200500
482,경상북도,영덕군,하저지구,푸른바다민박뒤,경상북도 영덕군 강구면 영덕대게로 555,100,공터,270,,11,129.41412200,36.39351100
483,경상북도,영덕군,하저지구,하저문화마을뒤,경상북도 영덕군 강구면 하저1길 21-34,200,공터,310,,14,129.40446700,36.38957900
484,경상북도,울진군,산포지구3,방사능센터,경상북도 울진군 근남면 산포1길 34,300,공공건축물,1100,,5,129.40253400,36.96128200
485,경상북도,울진군,노음지구,근남문화체육센터,경상북도 울진군 근남면 울진북로 151-3,300,공공건축물,1700,,6,129.39558200,36.96361300
486,경상북도,울진군,노음지구,노음초등학교,경상북도 울진군 근남면 노음6길 22,300,학교운동장,2000,,7,129.39183000,36.95866500
487,경상북도,울진군,노음지구,경원아파트,경상북도 울진군 근남면 노음리 331-4,200,민간건축물,1800,,6,129.39433500,36.96089900
488,경상북도,울진군,산포지구3,산포리1030-4번지일대밭,경상북도 울진군 근남면 산포리 1030-4,100,공터,630,,14,129.40870900,36.95873000
510,경상북도,울진군,사동지구1,사동초등학교,경상북도 울진군 기성면 사동리 455,500,학교운동장,90,,15,129.43780400,36.83009900
511,경상북도,울진군,구산지구1,구산중앙교회옆,경상북도 울진군 기성면 구산리 177,200,공터,240,,22,129.46655490,36.76118690
489,경상북도,울진군,산포지구4,산포리18번지일대밭,경상북도 울진군 근남면 산포리 18,150,공터,130,,17,129.41630100,36.95460100
490,경상북도,울진군,산포지구5,산포리92번지일대밭,경상북도 울진군 근남면 산포리 312,100,공터,250,,8,129.41529200,36.94754400
491,경상북도,울진군,산포지구5,산포리313번지일대밭,경상북도 울진군 근남면 산포리 313,100,공터,250,,20,129.41517000,36.94766100
492,경상북도,울진군,산포지구5,산포3리마을회관,경상북도 울진군 근남면 산포리 75-1,100,공공건축물,170,,7,129.41725200,36.94649900
493,경상북도,울진군,산포지구4,산포리523번지일대밭,경상북도 울진군 근남면 산포리 523,150,공터,220,,11,129.41356500,36.95774000
494,경상북도,울진군,"산포지구1,2",산포리641-2번지도로일대,경상북도 울진군 근남면 산포리 642,100,도로변,200,,14,129.41222700,36.96189600
495,경상북도,울진군,"산포지구1,2",해맞이공원주차장,경상북도 울진군 근남면 산포리 661-3,300,공터,220,,21,129.41229400,36.96454900
496,경상북도,울진군,"산포지구1,2",망양정,경상북도 울진군 근남면 산포리 714,100,공터,130,,42,129.41273200,36.96658500
497,경상북도,울진군,수산지구,수산리421번지일대,경상북도 울진군 근남면 수산리 421,100,공터,1500,,21,129.39406800,36.96974400
498,경상북도,울진군,수산지구,수산리483-1번지일대,경상북도 울진군 근남면 수산리 483-1,80,공터,1200,,12,129.39783700,36.97183300
499,경상북도,울진군,수산지구,수산리493번지공터,경상북도 울진군 근남면 수산리 493,300,공터,1200,,10,129.39710900,36.97301100
512,경상북도,울진군,구산지구1,구산침례교회뒷산,경상북도 울진군 기성면 구산리 305,300,공터,200,,21,129.46573580,36.75840080
513,경상북도,울진군,구산지구2,구산비치모텔뒤공터,경상북도 울진군 기성면 구산리 391,300,공터,360,,20,129.46474540,36.75207460
514,경상북도,울진군,구산지구2,동해월송정옥상,경상북도 울진군 기성면 구산리 418-1,300,공공건축물,280,,22,129.46424660,36.75505800
515,경상북도,울진군,구산지구1,태평양횟집뒷산,경상북도 울진군 기성면 구산리 48-2,150,공터,150,,22,129.47134330,36.76268400
516,경상북도,울진군,구산지구1,마을뒤고지대밭,경상북도 울진군 기성면 구산리 83,300,공터,240,,19,129.47396810,36.76336610
517,경상북도,울진군,기성지구,비행훈련원기숙사,경상북도 울진군 기성면 기성로 721,1000,공공건축물,550,,40,129.45008160,36.80232990
518,경상북도,울진군,망양지구2,망양정옛터,경상북도 울진군 기성면 망양리 산68,300,공터,90,,19,129.42778700,36.84953300
519,경상북도,울진군,망양지구1,마을뒤고지대,경상북도 울진군 기성면 망양리 515-1,500,공터,300,,19,129.42315100,36.85236300
520,경상북도,울진군,봉산지구2,봉산2리마을회관뒤밭,경상북도 울진군 기성면 봉산리 115-2,200,공터,120,,15,129.47445970,36.77055710
521,경상북도,울진군,봉산지구1,봉산리 150-1 일대 밭,경상북도 울진군 기성면 봉산리 150-1,100,공터,100,,15,129.47127100,36.77472500
522,경상북도,울진군,봉산지구1,봉산1리마을뒷산,경상북도 울진군 기성면 봉산리 306,100,공터,100,,26,129.46900300,36.78018700
501,경상북도,울진군,진복지구2,진복2리복지회관뒤밭,경상북도 울진군 근남면 진복리 231-2,150,공터,80,,9,129.41591300,36.91832700
502,경상북도,울진군,진복지구1,진복리522번지일대공터,경상북도 울진군 근남면 진복리 522,100,공터,325,,19,129.41451600,36.92698700
503,경상북도,울진군,진복지구1,진복리651번지일대,경상북도 울진군 근남면 진복리 651,300,공터,320,,8,129.41352300,36.92921600
504,경상북도,울진군,진복지구1,펜션뒤밭,경상북도 울진군 근남면 진복리 716-3,100,공터,200,,5,129.41484900,36.93164600
505,경상북도,울진군,기성지구,기성리 451번지 옆 도로,경상북도 울진군 기성면 기성리 451번지,300,도로변,370,,30,129.45704770,36.80379280
506,경상북도,울진군,기성지구,기성리 135번지 일대 밭,경상북도 울진군 기성면 척산리 135,100,공터,100,,15,129.44907800,36.79640100
507,경상북도,울진군,기성지구,기성리 321번지 일대 밭,경상북도 울진군 기성면 척산리 321,100,공터,250,,20,129.45133300,36.80111600
508,경상북도,울진군,망양지구2,삼성모텔 뒤 야산,경상북도 울진군 기성면 망양로 111,200,공터,100,,18,129.42919800,36.84620600
509,경상북도,울진군,망양지구1,늘푸른민박,경상북도 울진군 기성면 망양로 217-1,200,민간건축물,100,,14,129.42531100,36.85498000
534,경상북도,울진군,"덕신지구1,2",마을뒤고지대밭,경상북도 울진군 매화면 덕신리 317,250,공터,670,,11,129.41335400,36.88202800
535,경상북도,울진군,"덕신지구1,2",덕신감리교회뒷편,경상북도 울진군 매화면 덕신리 406-3,250,공터,220,,6,129.41448100,36.88408600
536,경상북도,울진군,"덕신지구1,2",덕신리마을뒷산,경상북도 울진군 매화면 덕신리 476-1,250,공터,230,,11,129.41326600,36.88695200
537,경상북도,울진군,오산지구2,망양정로,경상북도 울진군 매화면 오산리 106-4,100,도로변,180,,18,129.41858100,36.89720200
538,경상북도,울진군,오산지구2,오산항 등대,경상북도 울진군 매화면 오산리 238,100,공터,340,,43,129.41763300,36.89438100
539,경상북도,울진군,오산지구3,마을뒤고지대,경상북도 울진군 매화면 오산리 253-2,200,공터,510,,9,129.41682100,36.89380700
540,경상북도,울진군,오산지구3,순복음교회뒷산,경상북도 울진군 매화면 오산리 294,150,공터,360,,11,129.41493700,36.89279200
541,경상북도,울진군,오산지구1,오산3리뒷산,경상북도 울진군 매화면 오산리 561,250,공터,450,,11,129.41303400,36.90426700
542,경상북도,울진군,오산지구1,마을뒤고지대,경상북도 울진군 매화면 오산리 642-1,380,공터,320,,14,129.41403200,36.90945000
543,경상북도,울진군,부구지구2,사슴농장앞도로,경상북도 울진군 북면 중흥부길 35-10,100,도로변,720,,18,129.35715900,37.10280700
523,경상북도,울진군,봉산지구1,봉산1리개인주택,경상북도 울진군 기성면 봉산리 322,300,민간건축물,250,,23,129.46593410,36.78152360
524,경상북도,울진군,봉산지구1,봉산리 490번지 인근도로,경상북도 울진군 기성면 봉산리 490,1000,도로변,500,,24,129.45892300,36.78855700
525,경상북도,울진군,봉산지구2,마을뒷산묘지,경상북도 울진군 기성면 봉산리 산60,300,공터,60,,17,129.47411850,36.77175170
526,경상북도,울진군,봉산지구2,봉산2리개인주택,경상북도 울진군 기성면 봉산리 75-3,500,민간건축물,130,,15,129.47568750,36.76916230
527,경상북도,울진군,사동지구2,마을뒤고지대,경상북도 울진군 기성면 사동리 168,300,공터,90,,15,129.44646000,36.82322700
528,경상북도,울진군,사동지구1,마을뒤도로,경상북도 울진군 기성면 사동리 308-1,300,공터,100,,15,129.44547500,36.82892600
529,경상북도,울진군,사동지구1,사동2리마을뒷산,경상북도 울진군 기성면 사동리 산13,100,공터,100,,21,129.44381800,36.82863300
530,경상북도,울진군,사동지구2,사동3리마을뒷산,경상북도 울진군 기성면 사동리 산75,100,공터,160,,26,129.44445500,36.82544400
531,경상북도,울진군,기성지구,기성초등학교,경상북도 울진군 기성면 척산2길 24-4,500,학교운동장,250,,17,129.44946360,36.79795710
532,경상북도,울진군,오산지구3,해양레포츠센터,경상북도 울진군 매화면 오산항길 59,100,공공건축물,25,,5,129.41286600,36.89011200
533,경상북도,울진군,"덕신지구1,2",덕신휴게소뒷산,경상북도 울진군 매화면 덕신리 255-1,250,공터,780,,25,129.41425100,36.87928100
572,경상북도,울진군,봉평지구2,죽변비취모텔뒷편,경상북도 울진군 죽변면 봉평리 200,100,공터,560,,13,129.41371700,37.03741400
554,경상북도,울진군,부구지구1,북면사무소,경상북도 울진군 북면 부구3길 12,100,공공건축물,200,,8,129.37286900,37.10487900
555,경상북도,울진군,부구지구1,마을회관뒤밭,경상북도 울진군 북면 부구리 158,50,공터,80,,12,129.37243100,37.10386000
556,경상북도,울진군,부구지구1,부구교회뒤밭,경상북도 울진군 북면 부구리 211-18,50,공터,330,,16,129.37473300,37.10583000
557,경상북도,울진군,부구지구2,두산중공업사원아파트뒤밭,경상북도 울진군 북면 부구리 319-1,200,공터,420,,26,129.36710100,37.10221600
558,경상북도,울진군,부구지구2,부구리528일대밭,경상북도 울진군 북면 부구리 528,200,공터,180,,25,129.36570100,37.10117400
559,경상북도,울진군,부구지구1,부구초등학교옆,경상북도 울진군 북면 부구리 278,100,공터,520,,24,129.37202900,37.10230070
560,경상북도,울진군,"연지지구 2, 3",대동빌라,경상북도 울진군 울진읍 현내항길 191,180,공공건축물,60,,25,129.41432000,36.99162100
561,경상북도,울진군,연지지구 1,연지리406-1번지일대,경상북도 울진군 울진읍 연지리 406-1,100,공터,550,,22,129.41587400,37.00262800
562,경상북도,울진군,연지지구 1,연지리495-1번지도로일대,경상북도 울진군 울진읍 연지리 495-1,300,도로변,240,,26,129.41648300,37.00502400
563,경상북도,울진군,온양지구 1,온양2리마을회관뒷산,경상북도 울진군 울진읍 온양리 127-2,100,공터,130,,25,129.40764400,37.02781000
544,경상북도,울진군,나곡지구1,금세골,경상북도 울진군 북면 나곡리 1134,100,도로변,170,,49,129.35948300,37.14325000
545,경상북도,울진군,나곡지구3,나곡리 129-4 공터,경상북도 울진군 북면 나곡리 129-4,40,공터,880,,21,129.35876500,37.12575000
546,경상북도,울진군,나곡지구3,한수원아파트,경상북도 울진군 북면 나곡리 178-1,500,공터,610,,8,129.37177000,37.10953400
547,경상북도,울진군,나곡지구3,나곡리 50-18 야산,경상북도 울진군 북면 나곡리 50-18,40,공터,250,,15,129.37586000,37.11359500
548,경상북도,울진군,나곡지구3,석호마을아파트,경상북도 울진군 북면 나곡리 62-1,330,도로변,230,,7,129.37348400,37.11445600
549,경상북도,울진군,나곡지구2,모텔휠파크앞도로,경상북도 울진군 북면 나곡리 686-7,360,도로변,280,,14,129.37064800,37.12441400
550,경상북도,울진군,나곡지구2,나곡리725-2일대밭,경상북도 울진군 북면 나곡리 725-2,200,공터,390,,15,129.36918700,37.12534500
551,경상북도,울진군,나곡지구2,나곡비치모텔,경상북도 울진군 북면 나곡리 880,50,공터,60,,15,129.37064700,37.12714600
552,경상북도,울진군,나곡지구1,나곡리1146-3주변,경상북도 울진군 북면 나곡리 산14-16,100,공터,410,,33,129.36137800,37.14178000
553,경상북도,울진군,나곡지구2,만남의광장앞도로,경상북도 울진군 북면 나곡리 산169,200,도로변,390,,16,129.36780400,37.12857200
588,경상북도,울진군,거일지구1,마을뒷산고지대 5,경상북도 울진군 평해읍 거일리 산29,47,공터,260,,25,129.47113500,36.71427200
589,경상북도,울진군,거일지구1,파도향기펜션,경상북도 울진군 평해읍 거일리 61-2,48,공터,230,,20,129.47272700,36.71147500
590,경상북도,울진군,거일지구1,평해연수원뒷산,경상북도 울진군 평해읍 거일리 산63,47,공터,120,,25,129.47260000,36.70824200
573,경상북도,울진군,봉평지구1,골마야산밭,경상북도 울진군 죽변면 봉평리 577,50,공터,490,,16,129.40991700,37.04767800
574,경상북도,울진군,봉평지구1,봉평신라비전시관옆,경상북도 울진군 죽변면 봉평리 산 71-3,100,공터,560,,17,129.40733500,37.04393900
575,경상북도,울진군,봉평지구1,이안빌라뒷편,경상북도 울진군 죽변면 봉평리 산 76-1,100,공터,170,,16,129.41234800,37.04269200
576,경상북도,울진군,"죽변1,2지구",죽변초등학교,경상북도 울진군 죽변면 죽변3길 17,450,학교운동장,490,,17,129.42178100,37.06381100
577,경상북도,울진군,"죽변1,2지구",죽변중고등학교,경상북도 울진군 죽변면 죽변4길 19,500,학교운동장,580,,21,129.42030000,37.06457900
578,경상북도,울진군,"죽변1,2지구",동도빌라,경상북도 울진군 죽변면 죽변리 197-1,500,공터,290,,34,129.42362500,37.06426500
579,경상북도,울진군,"죽변1,2지구",정구장,경상북도 울진군 죽변면 죽변리 1-43,450,공터,680,,26,129.42818300,37.05763100
580,경상북도,울진군,"죽변1,2지구",죽변면 보건지소,경상북도 울진군 죽변면 죽변리 57-1,840,공공건축물,380,,15,129.42254200,37.06119600
